title,movie_id,crew,tags
idlewild,13816,Bryan Barber,"crime, drama, musicmortician, tie to chair, song and dance, piano lesson, fisticuffs, talk to the dead, close-upa music set in the prohibition-era american south, where a speakeasi perform and club manag rooster must contend with gangster who have their eye on the club while hi piano player and partner perciv must choos between hi love, angel or hi oblig to hi father.andré benjamin, paula patton, terrenc howard"
one day,51828,Lone Scherfig,"drama, romancebas on novel, comedian, job, love, male femal relationship, author, writer, divorce, best friend in love, woman director, miss opportunitya romant comedi center on dexter and emma, who first meet dure their graduat in 1988 and proceed to keep in touch regularly. the film follow what they do on juli 15 annually, usual do someth together.ann hathaway, jim sturgess, patricia clarkson"
whip it,22798,Drew Barrymore,"dramasport, roller derby, duringcreditsstinger, woman directorin bodeen, texas, land of the dragon, an indie-rock love misfit find a way of deal with her small-town miseri after she discov a roller derbi leagu in nearbi austin.ellen page, alia shawkat, kristen wiig"
knockaround guys,7501,"Brian Koppelman, David Levien","crime, thrillermontana, sheriff, pile of dead bodies, money, mobsterfour son of well-known new york mobster must retriev a bag of cash from a small montana town rule by a corrupt sheriff.barri pepper, andi davoli, seth green"
confidence,10743,James Foley,"action, comedy, thriller, crimegrifter, con, big con, con game, premarit sexwhat jake vig doesn't know just might get him killed. a sharp and polish grifter, jake ha just swindl thousand of dollar from the unsuspect lionel dolbi with the help of hi crew. it becom clear that lionel wasn't just ani mark, he wa an account for eccentr crime boss winston king. jake and hi crew will have to stay one step ahead of both the crimin and the cop to final settl their debt.edward burns, rachel weisz, morri chestnut"
the muse,37718,Albert Brooks,"fantasy, comedyscreenwriter, musewhat happen when a screenwrit (brooks) lose hi edge, he turn to anyon he can for help... even if it' the mythic ""zeus' daughter"" (stone). and he' will to pay, albeit reluctantly, whatev price it take to satisfi thi goddess, especi when her advic get him go again on a sure-fir script. however, thi is not the limit of her help, she also get the writer' wife (macdowell) go on her own bakeri enterprise, much to the chagrin of brooks, who ha alreadi had to make mani person sacrific for hi own help.albert brooks, sharon stone, andi macdowel"
de-lovely,15237,Irwin Winkler,"drama, musicmusical, biography, hollywood, theaterfrom pari to venic to broadway to hollywood, the live of cole porter and hi wife, linda were never less than glamor and wildli unconventional. and though cole' thirst for life strain their marriage, linda never stop be hi muse, inspir some of the greatest son of the twentieth century.kevin kline, ashley judd, jonathan pryce"
new york stories,9686,"Francis Ford Coppola, Martin Scorsese, Woody Allen","comedy, drama, romancenew york, mother, hotel, robbery, jealousy, obsession, artist, gallery, assistant, anthology, lawyer, city, art, occult, youngthre stori happen in new york. the first, by scorsese, is about a painter who creat hi work help by high volum music and an attract assistant; second, by coppola, is about a rich and bold 12 year old who help her separ parent to reconciliate; third, by allen, is a witti piec of comedi about the imposs of get rid of the son' role.woodi allen, marvin chatinover, mae questel"
barney's great adventure,17644,Steve Gomer,"familymom and dad dump son cody, daughter abby, her best friend marcella and a babi on the farm with grandpa and grandma. purpl dinosaur barney soon appear to entertain kids, and when a larg color egg deposit on a farm by a shoot star is accident cart off, barney and kid start their chase for it"
the man with the iron fists,97430,RZA,"actionblacksmith, brothel, femm fatale, violence, ancient china, crossbow, duringcreditsstinger, len flare, feudalityin feudal china, a blacksmith who make weapon for a small villag is put in the posit where he must defend himself and hi fellow villagers.russel crowe, luci liu, jami chung"
home fries,12257,Dean Parisot,"drama, comedy, romancewaitress, infidelity, plan murder, pregnanc and birth, funeral, widow, hamburger, junk fooddorian and angu chase down their woman stepfath with a helicopter, frighten him to death. in hi effort to cover their tracks, dorian begin investig hi stepfather' mistress, sally. she work at a fast-food drive-through, she' pregnant and dorian quickli fall in love with her. unfortunately, hi scheme mother want salli dead. and salli isn't sure she want dorian to be her child' father and also hi brother.drew barrymore, catherin o'hara, luke wilson"
here on earth,13539,Mark Piznarski,"romancecar race, privat school, dinera rich colleg kid is taught a lesson after a joy ride end up destroy a countri restaurant.leele sobieski, chri klein, josh hartnett"
brazil,68,Terry Gilliam,"comedy, scienc fictionbureaucracy, polic state, terror, great britain, dream, dystopia, government, anarch comedylow-level bureaucrat sam lowri escap the monotoni of hi day-to-day life through a recur daydream of himself as a virtuou hero save a beauti damsel. investig a case that led to the wrong arrest and eventu death of an innoc man instead of want terrorist harri tuttle, he meet the woman from hi daydream, and in tri to help her get caught in a web of mistaken identities, mindless bureaucraci and lies.jonathan pryce, robert de niro, katherin helmond"
raise your voice,14024,Sean McNamara,"music, drama, romancemusic, life' dream, aspir singer, singer, teenager, death of brother, grieving, music school, overprotect fatherrais your voic is a coming-of-ag stori center around a small-town singer, brokenheart by the death of her brother in a car crash, who had secretli submit her for a summer session at a perform art academi in lo angeles. in the perform art academy, she experi a whole new way of life in the big city, far from the small town lifestyl she' use to.hilari duff, oliv james, david keith"
the big lebowski,115,Joel Coen,"comedy, crimewhit russian, dude, bowling, vietnam veteran, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, lo angeles, millionaire, cowboy, ashes, impregnation, bowl team, unemployed, bowl ball, weedsjeffrey ""the dude"" lebowski, a lo angel slacker who onli want to bowl and drink white russians, is mistaken for anoth jeffrey lebowski, a wheelchair-bound millionaire, and find himself drag into a strang seri of event involv nihilists, adult film producers, ferrets, errant toes, and larg sum of money.jeff bridges, john goodman, juliann moor"
black snake moan,7874,Craig Brewer,"dramasouthern usa, blues, militari service, independ filma god-fear bluesman take to a wild young woman who, as a victim of childhood sexual abuse, is look everywher for love, but never quit find it.samuel l. jackson, christina ricci, justin timberlak"
dark blue,4911,Ron Shelton,"action, crime, drama, thrillercorruption, polic brutality, riot, ghetto, street war, hold-up robbery, moral conflict, special unit, polic everyday life, cops, independ film, lo angeles, familyset dure the rodney king riots, a robberi homicid investig trigger a seri of event that will caus a corrupt lapd offic to question hi tactics.kurt russell, scott speedman, michael michel"
a mighty heart,1988,Michael Winterbottom,"drama, thrillerterror, journalism, new love, sadness, fbi, despair, hostag drama, support, hope, friendship, faith, loss, pakistan, murder, independ film, pregnancybas on marian pearl' account of the terrifi and unforgett stori of her husband, wall street journal report danni pearl' life and death.angelina jolie, dan futterman, irrfan khan"
whatever it takes,16222,David Raynr,"drama, comedy, romancea nerdi teen, ryan woodman is smitten with the popular and gorgeou ashley grant, who appar ha no interest in him. meanwhile, dim star athlet chri campbel ha hi eye on ryan' braini and beauti friend, maggi carter. the two agre to help each other in their romant quests, but, as they come closer to their goals, both ryan and chri suspect that they might be pursu the wrong girls.jodi lyn o'keefe, shane west, marla sokoloff"
boat trip,9557,Mort Nathan,"comedygay, bikini, cruis ship, babestwo straight men mistakenli end up on a ""gay only"" cruise.cuba good jr., horatio sanz, roselyn sánchez"
the importance of being earnest,9026,Oliver Parker,"comedy, drama, history, romancenew love, countri estate, countri house, fals identity, beguilement, relatives, victorian england, pleasuretwo young gentlemen live in 1890 england use the same pseudonym (""ernest"") on the sly, which is fine until they both fall in love with women use that name, which lead to a comedi of mistaken identities...rupert everett, colin firth, rees witherspoon"
the love letter,57943,Dan Curtis,"comedy, drama, fantasy, romance20th centuri comput game design scott exchang love letter with 19th centuri poet elizabeth whitcomb through an antiqu desk that can make letter travel through time.campbel scott, jennif jason leigh, david duke"
hoot,18276,Wil Shriner,"drama, familyowl, teenager, anim protection, base on young adult novela young man (lerman) move from montana to florida with hi family, where he' compel to engag in a fight to protect a popul of endang owls.luk wilson, logan lerman, brie larson"
in bruges,8321,Martin McDonagh,"comedy, drama, crimebrug belgium, town square, vietnamese, canadian stereotype, skin alive, gruuthus museum brugesray and ken, two hit men, are in bruges, belgium, wait for their next mission. while they are there they have time to think and discuss their previou assignment. when the mission is reveal to ken, it is not what he expected.colin farrell, brendan gleeson, ralph fienn"
peeples,72359,Tina Gordon Chism,"comedyduringcreditsstinger, woman directorth stori follow what happen when a child psychologist surpris hi girlfriend by show up at her polit family' annual get-togeth at their sag harbor vacat home onli to find them desper in need of therapy.craig robinson, kerri washington, david alan grier"
the rocker,10186,Peter Cattaneo,"comedy, music1970s, drums, groupie, musical, rock, heavi metal, headbangingrob ""fish"" fishman is the drummer in '80 hair metal band vesuvius. he' unceremoni boot as the group sign a big record deal, is out of the music world for 20 year - and then receiv a second chanc with hi nephew' band.rainn wilson, josh gad, christina appleg"
post grad,25704,Vicky Jenson,"comedycareer, family, unemployment, woman director, graduat speechryden malbi ha a master plan. graduat college, get a great job, hang out with her best friend and find the perfect guy. but her plan spin hilari out of control when she’ forc to move back home with her eccentr family.alexi bledel, zach gilford, rodrigo santoro"
promised land,133694,Gus Van Sant,"dramasmal town, campaign, salesman, farmland, natur gas, frackinga salesman for a natur ga compani experi life-chang event after arriv in a small town, where hi corpor want to tap into the avail resources.matt damon, john krasinski, franc mcdormand"
whatever works,19265,Woody Allen,"comedy, romancelov at first sight, runaway, age difference, naivety, christian, marriage, atheist, misanthrope, eccentric, religion, dating, new york city, older man younger woman relationship, limpwhatev work explor the relationship between a crotcheti misanthrope, bori and a naïve, impression young runaway from the south, melody. when melody' uptight parent arriv in new york to rescu her, they are quickli drawn into wildli unexpect romant entanglements. everyon discov that find love is just a combin of lucki chanc and appreci the valu of ""whatev works.""larri david, evan rachel wood, adam brook"
the in crowd,36047,Mary Lambert,"thrillerwoman directora mental disturb young woman take a job at a posh countri club and fall in with a cliqu of wealthi colleg kid where she' taken under the wing of the clique' twist leader, who harbor some dark secret too terrifi to tell.susan ward, lori heuring, matthew settl"
the three burials of melquiades estrada,8053,Tommy Lee Jones,"adventure, crime, drama, mystery, westernbord patrol, unit states–mexico barrier, promise, desertwhen brash texa border offic mike norton (barri pepper) wrong kill and buri the friend and ranch hand of pete perkin (tommi lee jones), the latter is remind of a promis he made to buri hi friend, melquiad estrada (julio cesar cedillo), in hi mexican home town. he kidnap norton and exhum estrada' corpse, and the odd caravan set out on horseback for mexico. as estrada' bodi begin to rot, norton begin to unravel, but perkin remain determin to honor hi vow.tommi lee jones, barri pepper, dwight yoakam"
jakob the liar,2290,Peter Kassovitz,"comedy, drama, historyjewry, schutzstaffel, jewish life, jewish ghettoin 1944 poland, a jewish shop keeper name jakob is summon to ghetto headquart after be caught out after curfew. while wait for the german kommondant, jakob overhear a german radio broadcast about russian troop movements. return to the ghetto, the shopkeep share hi inform with a friend and then rumor fli that there is a secret radio within the ghetto.robin williams, armin mueller-stahl, hannah taylor-gordon"
kiss kiss bang bang,5236,Shane Black,"action, comedy, crime, mysterydetective, loser, custodi battle, shooting, thief, crush, lo angeles, seri of murders, celebration, hoodlum, femal corpse, christmasa petti thief pose as an actor is brought to lo angel for an unlik audit and find himself in the middl of a murder investig along with hi high school dream girl and a detect who' been train him for hi upcom role...robert downey jr., val kilmer, michel monaghan"
idle hands,6552,Rodman Flender,"thriller, comedy, horrorteenager, attic, knit needle, nois complaint, crawl hand, angel costume, trowel, bass guitarist, priestessanton is a cheer but exceedingli non-ambiti 17-year-old stoner who live to stay buzzed, watch tv, and moon over molly, the beauti girl who live next door. however, it turn out that the old cliché about idl hand be the devil' playground ha a kernel of truth after all.devon sawa, seth green, jessica alba"
mulholland drive,1018,David Lynch,"thriller, drama, mysteryschizophrenia, identity, amnesia, loss of sens of reality, suppress past, trauma, key, bisexuality, hallucination, surreal, job interview, casting, suspense, independ film, lesbian, lo angelesaft a car wreck on the wind mulholland drive render a woman amnesic, she and a perki hollywood-hop search for clue and answer across lo angel in a twist ventur beyond dream and reality.naomi watts, laura harring, ann miller"
blood and chocolate,10075,Katja von Garnier,"drama, fantasy, horror, romancechocolate, werewolf, woman director, interspeci romance, anim horror, base on young adult novela young teenag werewolf is torn between honor her family' secret and her love for a man.agn bruckner, hugh dancy, katja riemann"
you will meet a tall dark stranger,38031,Woody Allen,"comedy, drama, romancetwo marri coupl find onli troubl and heartach as their complic live unfold. after 40 year of marriage, alfi leav hi wife to pursu what he think is happi with a call girl. hi wife, helena, reel from abandonment, decid to follow the advic of a psychic. sally, the daughter of alfi and helena, is unhappi in her marriag and develop a crush on her boss, while her husband, roy, fall for a woman engag to be married.gemma jones, anthoni hopkins, naomi watt"
never let me go,42188,Mark Romanek,"drama, romance, scienc fictionsoul, base on novel, sadness, forgiveness, dystopia, board school, cloning, existentialisma children, kathy, ruth, and tommi spend their childhood at an idyl and seclud english board school. as they grow into adults, they must come to term with the complex and strength of their love for one anoth while also prepar for the haunt realiti await them.carey mulligan, andrew garfield, keira knightley"
the company,112430,Mikael Salomon,"dramaminiseriesreal-lif figur from the cold war era mix with a fiction stori base on a group of cia oper and their counterpart in the kgb, mi6, and the mossad.chri o'donnell, alfr molina, michael keaton"
transsiberian,6687,Brad Anderson,"thriller, crime, mysterychina, marri couple, backpacker, firearm, police, travel, snow, blood, cowardliness, train, drug, killer, siberia, moscow, trans-siberian railwaya trans-siberian train journey from china to moscow becom a thrill chase of decept and murder when an american coupl encount a mysteri pair of fellow travelers.woodi harrelson, emili mortimer, kate mara"
the clan of the cave bear,13853,Michael Chapman,"adventure, dramaston age, tribe, cavemen, prehistor adventure, prehistor times, neanderthal, prehistor mannatur chang have the clan moving. iza, medicin woman of the ""clan of the cave bear"" find littl ayla from the ""others""' clan - tradit would have the clan kill ayla immediately, but iza insist on keep her. when the littl one find a most need new cave, she' allow to stay - and thrive.daryl hannah, pamela reed, jame remar"
crazy in alabama,31306,Antonio Banderas,"comedy, dramaan abus wife head to california to becom a movi star while her nephew back in alabama ha to deal with a racially-motiv murder involv a corrupt sheriff.melani griffith, david morse, luca black"
funny games,8461,Michael Haneke,"horror, thriller, crimebroth brother relationship, boat, psychopath, vacation, murder, suspense, neighbor, torture, dog, familywhen ann, husband georg and son georgi arriv at their holiday home they are visit by a pair of polit and seemingli pleasant young men. arm with decept sweet smile and some golf clubs, they proceed to terror and tortur the tight-knit clan, give them until the next day to survive.naomi watts, tim roth, michael pitt"
listening,331592,Khalil Sullins,"drama, thriller, scienc fictionsecret, telepathy, technology, invention, government, mind control, betrayal, trust, danger, privacyfor years, we have tri to har the power of the human mind… and failed. now, one breakthrough will chang everything. beyond technology. beyond humanity. beyond control. david, ryan, and jordan hope the telepathi invent will solv all their problems, but the bleeding-edg technolog open a pandora’ box of new dangers, as the team discov that when they open their minds, there is nowher to hide their thoughts.thoma stroppel, arti ahr, amber mari bolling"
felicia's journey,47692,Atom Egoyan,"dramasuspense, seri of murdersa solitari middle-ag bachelor and a naiv irish teenag transform one another' live to arriv at a place of recognition, redempt and wisdom in atom egoyan' adapt of william trevor' celebr 1994 novel. seventeen and pregnant, felicia travel to england in search of her lover and is found instead by joseph ambros hilditch, a help cater manag whose kind mask a serial killer. hilditch ha murder sever young women, but he ha no consciou awar of the crimes; like felicia, he doesn't see hi true self. felicia' journey is a stori of innoc lost and regained: felicia awaken to the world' danger and duplicities; and hilditch, who grew up lone and unloved, come to realiz what wa taken from him, and what he himself ha taken.bob hoskins, elain cassidy, arsiné khanjian"
metropolis,19,Fritz Lang,"drama, scienc fictionman vs machine, underground world, inventor, metropolis, worker, future, machin town, work, class society, dystopia, tower of babel, delirium, chase scene, mad scientist, prophet, robot, destruction, silent film, depravity, masterpiece, downtrodden, saviourin a futurist citi sharpli divid between the work class and the citi planners, the son of the city' mastermind fall in love with a work class prophet who predict the come of a savior to mediat their differences.brigitt helm, alfr abel, gustav fröhlich"
district b13,10045,Pierre Morel,"action, thriller, scienc fictionparis, bomb, vororte, dystopia, parkour, gang, undercov copset in the ghetto of pari in 2010, an undercov cop and ex-thug tri to infiltr a gang in order to defus a neutron bomb.david belle, cyril raffaelli, toni d'amario"
things to do in denver when you're dead,400,Gary Fleder,"drama, crimefath son relationship, bounti hunter, boat, way of life, coffin, denver, godmother, paranoia, hitman, friendship, psychopath, revenge, murder, independ film, mafia, diner, blood, gangster, violence, illeg prostitution, extramarit affaira mafia film in tarantino style with a star-stud cast. jimmy’ “the saint” gangster career ha final ended. yet now he find him self do favor for a wise godfath known as “the man with the plan.”andi garcía, christoph lloyd, william forsyth"
the assassin,253450,Hou Hsiao-hsien,"action, drama, historyassassin, tang dynasty, ancient china, wuxia, slow cinemaa femal assassin dure the tang dynasti who begin to question her loyalti when she fall in love with one of her targets.shu qi, chang chen, nikki hsieh"
buffalo soldiers,9104,Gregor Jordan,"drama, comedy, war, crime, thrillergermany, corruption, sex, base on novel, investigation, army, police, base, drug, rogueset just befor the fall of the berlin wall in 1989, sgt. ray elwood is an american soldier station at a german armi camp. a soldier becaus a judg gave him a choic between the armi and jail, ray spend much of hi free time cook cocain for the mps. when a soldier die and a toxicolog screen show an alarm level of illeg narcotics, someon is sent in to investigate.joaquin phoenix, ed harris, scott glenn"
the return,11190,Andrey Zvyagintsev,"thriller, drama, mysteryreturn, brother, heavi rain, speedo, journala stori of two russian boy whose father suddenli return home after a 12-year absence. he take the boy on a holiday to a remot island on a lake that turn into a test of manhood of almost mythic proportions.vladimir garin, konstantin lavronenko, nataliya vdovina"
ong bak 2,16353,"Tony Jaa, Panna Rittikrai","adventure, action, thrillersequelmo from death a young man is rescu by a renown warrior. realiz unsurpass physic potenti in the young boy he train him into the most danger man alive. as he becom a young man he goe on a lone mission of vengeanc against the viciou slave trader who enslav him as a youth and the treacher warlord who kill hi father.toni jaa, sarunyu wongkrachang, sorapong chatre"
centurion,23759,Neil Marshall,"adventure, action, dramaroman empire, ancient rome, ancient world, violence, britain, behind enemi lines, sole survivorbritain, a.d. 117. quintu dias, the sole survivor of a pictish raid on a roman frontier fort, march north with gener virilus' legendari ninth legion, under order to wipe the pict from the face of the earth and destroy their leader, gorlacon.michael fassbender, olga kurylenko, david morrissey"
silent trigger,24206,Russell Mulcahy,"drama, action, thrillerwaxman is a former special forc soldier who is now work as a heavili arm assassin for a top secret govern agency. when a covert mission goe terribl wrong, waxman and fellow assassin clegg becom that agency' prime targets.dolph lundgren, gina bellman, conrad dunn"
the midnight meat train,10185,Ryûhei Kitamura,"mystery, drama, crime, thriller, horrorphotographer, butcher, vegetarian, midnight, blood splatter, gore, stalking, diner, decapitation, blood, violence, subway train, veri littl dialogueth photograph leon live with hi girlfriend and waitress maya wait for a chanc to get in the photo business. when maya contact their friend jurgis, he schedul a meet for leon with the success owner of art galleri susan hoff; she analyz leon' work and ask him to improv the qualiti of hi photos. dure the night, the upset leon decid to wander on the street take pictur with hi camera, and he follow three punk down to the subway station; when the gang attack a young woman, leon defend her and the guy move on. on the next morning, leon discov that the woman is missing. he goe to the polic station, but detect lynn hadley doe not give much attent to him and discredit hi statement. leon becom obsess to find what happen with the stranger and he watch the subway station. when he see the eleg butcher mahogani in the train, leon believ he might be a murder and stalk him everywhere, in the begin of hi journey to the darkness.bradley cooper, vinni jones, brook shield"
winnie mandela,75033,Darrell James Roodt,"dramabiography, nelson mandelaa drama that chronicl the life of winni mandela from her childhood through her marriag and her husband' incarceration.elia koteas, terrenc howard, jennif hudson"
the son of no one,74536,Dito Montiel,"drama, thriller, crimea rooki cop is assign to the 118 precinct in the same district where he grew up. the precinct captain start receiv letter about two unsolv murder that happen mani year ago in the hous project when the rooki cop wa just a kid. these letter bring back bad memori and old secret that begin to threaten hi career and break up hi family.chan tatum, al pacino, juliett binoch"
all the queen's men,31668,Stefan Ruzowitzky,"action, comedy, drama, historytransvestism, world war iia mismatch team of british special servic agent led by an american must infiltrate, in disguise, a female-run enigma factori in berlin and bring back the decod devic that will end the war.matt leblanc, eddi izzard, jame cosmo"
the good night,13501,Jake Paltrow,"comedy, drama, romance, fantasy, musicdream, midlif crisis, lucid dreaminggary, a musician, is trap in an unhappi relationship with hi live-in lover, dora. he becom enthral with a beauti seductress who enter hi dreams, and tri to control hi dream-stat so he can spend more and more time with her. when gari see hi mysteri woman' face on a bu billboard, he discov she is real, and fate bring him an opportun to meet her.penélop cruz, martin freeman, gwyneth paltrow"
bathory: countess of blood,15208,Juraj Jakubisko,"drama, fantasysex, legend, countessbathori is base on the legend surround the life and deed of countess elizabeth bathori known as the greatest murderess in the histori of mankind. contrari to popular belief, elizabeth bathori wa a modern renaiss woman who ultim fell victim to men aspir for power and wealth.anna friel, karel roden, han matheson"
khumba,172391,Anthony Silverston,"animation, adventure, family3d, khumbaa half-strip zebra is blame for the drought and leav hi herd in search of hi miss stripes. he is join on hi quest by an overprotect wildebeest and a flamboy ostrich; they defeat the tyrann leopard and save hi herd.jak t. austin, liam neeson, steve buscemi"
automata,262543,Gabe Ibáñez,"thriller, scienc fictionartifici intelligence, rain, future, dystopia, robot, ecology, desert, child hitmanjacq vaucan, an insur agent of roc robot corporation, routin investig the case of manipul a robot. what he discov will have profound consequ for the futur of humanity.antonio banderas, birgitt hjort sørensen, dylan mcdermott"
dungeons & dragons: wrath of the dragon god,9288,Gerry Lively,"action, adventure, fantasyfighter, royalty, curse, dragondu to a curs from hi former master profion, damodar surviv hi death by ridley freeborn as an undead entiti in pursuit of an evil artifact for some hundr years, so that he might be capabl of unleash unstopp destruct on izmir and the descend of those who caus hi demise.bruc payne, mark dymond, clemenc burton-hil"
shinjuku incident,20083,Derek Yee Tung-Sing,"drama, action, thriller, crimedrug stealing, yakluza, shinjuku, crimin syndicate, taiwaneseiron zhao aka steelhead, a truck repairman from china' northeast, and settl down as an illeg immigr in tokyo. after a seri of run-in with the yakuza, he rise to power as the don of chines illeg immigrants. however, thing get out of control when he' foolish enough to believ in clean getaway in a world that offer none, and soon come to seal hi own fate.jacki chan, naoto takenaka, daniel wu"
pandaemonium,40880,Julien Temple,"drama, foreignset in england dure the earli 19th century, pandaemonium evok late-1960 america in it depict of the relationship between samuel taylor coleridg (linu roach) and william wordsworth (john hannah). instead of go to vietnam, wordsworth goe off to fight against the french while coleridg stay at home and promot utopianism. after the war, the poet live and work togeth with coleridge' wife, sara (samantha morton), and wordsworth' sister, dorothi (emili woof). at first thi commun arrang work to the advantag of coleridge--who doe some of hi best write while wordsworth stagnates--until coleridg becom addict to opium. wordsworth, meanwhile, doesn't find hi voic until he abandon hi friend. in 20th-centuri vernacular, wordsworth is the yuppie, coleridg the hippie.linu roache, john hannah, samantha morton"
groundhog day,137,Harold Ramis,"romance, fantasy, drama, comedydeja vu, groundhog, weather forecast, telecaster, pennsylvania, alarm clock, winter, time warp, time loop, cult film, existentialism, groundhog daya narcissist tv weatherman, along with hi attractive-but-dist produc and mawkish cameraman, is sent to report on groundhog day in the small town of punxsutawney, where he find himself repeat the same day over and over.bil murray, andi macdowell, chri elliott"
magic mike xxl,264999,Gregory Jacobs,"comedy, drama, musicmal friendship, strip club, road trip, strip tease, stripthre year after mike bow out of the stripper life at the top of hi game, he and the remain king of tampa hit the road to myrtl beach to put on one last blow-out performance.chan tatum, matt bomer, joe manganiello"
romeo + juliet,454,Baz Luhrmann,"drama, romanceshakespeare, forbidden love, gun violence, star cross lovers, shakespear in modern dress, teenag romance, masquerade, shakespeare' romeo and juliet, gangster gripin director baz luhrmann' contemporari take on william shakespeare' classic tragedy, the montagu and capulet have move their ongo feud to the swelter suburb of verona beach, where romeo and juliet fall in love and secretli wed. though the film is visual modern, the bard' dialogu remains.leonardo dicaprio, clair danes, john leguizamo"
sarah's key,53457,Gilles Paquet-Brenner,"drama, waron the night of 16 juli 1942, ten year old sarah and her parent are be arrest and transport to the velodrom d'hiver in pari where thousand of other jew are be send to get deported. sarah howev manag to lock her littl brother in a close just befor the polic enter their appartment.sixti year later, julia jarmond, an american journalist in paris, get the assign to write an articl about thi raid, a black page in the histori of france. she start dig archiv and through sarah' file discov a well kept secret about her own in-laws.kristin scott thomas, niel arestrup, frédéric pierrot"
freedom,288980,Peter Cousens,"dramaship, freedom, slavetwo men separ by 100 year are unit in their search for freedom. in 1856 a slave, samuel woodward and hi family, escap from the monro plantat near richmond, virginia. a secret network of ordinari peopl known as the underground railroad guid the famili on their journey north to canada. they are relentlessli pursu by the notori slave hunter plimpton. hunt like a dog and haunt by the unthink suffer he and hi forbear have endured, samuel is forc to decid between reveng or freedom. 100 year earlier in 1748, john newton the captain of a slave trader sail from africa with a cargo of slaves, bound for america. on board is samuel' great grandfath whose surviv is tie to the fate of captain newton. the voyag chang newton' life forev and he creat a legaci that will inspir samuel and the live of million for gener to come.cuba good jr., william sadler, sharon leal"
unforgiven,33,Clint Eastwood,"westernprostitute, sheriff, bounty, regret, right and justice, revenge, mutilation, one last job, reputation, englishmanwilliam munni is a retired, once-ruthless killer turn gentl widow and hog farmer. to help support hi two motherless children, he accept one last bounty-hunt mission to find the men who brutal a prostitute. join by hi former partner and a cocki greenhorn, he take on a corrupt sheriff.clint eastwood, gene hackman, morgan freeman"
manderlay,1951,Lars von Trier,"dramasouthern usa, slavery, duringcreditsstingerin 1933, after leav dogville, grace margaret mulligan see a slave be punish at a cotton farm call manderlay. offici slaveri is illeg and grace stand up against the owner of the farm. she stay with some gangster in manderlay and tri to influenc the situation. but when harvest time come grace see the social and econom realiti of manderlay.bryc dalla howard, isaach de bankolé, danni glover"
slumdog millionaire,12405,Danny Boyle,"drama, romanceslum, indian lead, cheating, suspicion, game show, orphan, duringcreditsstingerjam malik is an impoverish indian teen who becom a contest on the hindi version of ‘who want to be a millionaire?’ but, after he wins, he is suspect of cheating.dev patel, freida pinto, anil kapoor"
fatal attraction,10998,Adrian Lyne,"drama, romance, thrillersexu obsession, wife husband relationship, deceiv wife, marriag crisis, suspense, lawyer, extramarit affair, erot moviea marri man' one night stand come back to haunt him when that lover begin to stalk him and hi family.michael douglas, glenn close, ann archer"
pretty woman,114,Garry Marshall,"romance, comedyprostitute, capitalism, cinderella, expens restaurant, sport car, workaholic, fire escape, friendship, lo angeles, pianowhen millionair wheeler-deal edward lewi enter a busi contract with hollywood hooker vivian ward, he lose hi heart in the bargain in thi charm romant comedy. after edward hire vivian as hi date for a week and give her a cinderella makeover, she return the favor by mellow the hardnos tycoon' outlook. can the poor prostitut and the rich capitalist live happili ever after?julia roberts, richard gere, ralph bellami"
crocodile dundee ii,9396,John Cornell,"adventure, comedynew york, crocodile, australia, larg knife, aftercreditsstingeraustralian outback expert protect hi new york love from gangster who'v follow her down under.paul hogan, linda kozlowski, john meillon"
broken horses,319910,Vidhu Vinod Chopra,"thriller, mystery, drama, crimeth bond of brotherhood, the law of loyalty, and the futil of violenc in the shadow of the us mexico border gang wars.maría valverde, vincent d'onofrio, thoma jane"
born on the fourth of july,2604,Oliver Stone,"drama, warvietnam veteran, post traumat stress disorder, bar, 1970s, wheelchair, vietnam war, desert, spit in the face, drunkenness, 1950s, 1960sthe biographi of ron kovic. paralyz in the vietnam war, he becom an anti-war and pro-human right polit activist after feel betray by the countri he fought for.tom cruise, raymond j. barry, carolin kava"
cool runnings,864,Jon Turteltaub,"comedywinter, trainer, olymp games, jamaica, train camp, reggae, bobsleighing, sportwhen a jamaican sprinter is disqualifi from the olymp games, he enlist the help of a dishonor coach to start the first jamaican bobsl team.leon robinson, doug e. doug, rawl d. lewi"
my bloody valentine,14435,Patrick Lussier,"mystery, horrorsheriff, miner, delusion, head injury, remake, slaughter, blood, aftercreditsstinger, 3dten year ago, a tragedi chang the town of harmoni forever. tom hanniger, an inexperienc coal miner, caus an accid in the tunnel that trap and kill five men and sent the onli survivor, harri warden, into a perman coma. but harri warden want revenge. exactli one year later, on valentine’ day, he woke up…and brutal murder twenty-two peopl with a pickax befor be killed.jensen ackles, jaim king, kerr smith"
stomp the yard,1931,Sylvain White,"drama, musiclov at first sight, loss of brother, breakdance, daughteraft the death of hi younger brother, a troubl 19-year-old street dancer from lo angel is abl to bypass juvenil hall by enrol in the histor black, truth univers in atlanta, georgia. but hi effort to get an educ and woo the girl he like are sidelin when he is court by the top two campu fraternities, both of which want and need hi fierc street-styl danc move to win the highli covet nation step show competition.columbu short, meagan good, ne-yo"
